chr1	0	10000	telomere
chr1	121535434	124535434	centromere
chr1	249240621	249250621	telomere
chr10	0	10000	telomere
chr10	39254935	42254935	centromere
chr10	135524747	135534747	telomere
chr11	0	10000	telomere
chr11	51644205	54644205	centromere
chr11	134996516	135006516	telomere
chr12	0	10000	telomere
chr12	34856694	37856694	centromere
chr12	133841895	133851895	telomere
chr13	0	10000	telomere
chr13	16000000	19000000	centromere
chr13	115159878	115169878	telomere
chr14	0	10000	telomere
chr14	16000000	19000000	centromere
chr14	107339540	107349540	telomere
chr15	0	10000	telomere
chr15	17000000	20000000	centromere
chr15	102521392	102531392	telomere
chr16	0	10000	telomere
chr16	35335801	38335801	centromere
chr16	90344753	90354753	telomere
chr17	22263006	25263006	centromere
chr18	0	10000	telomere
chr18	15460898	18460898	centromere
chr18	78067248	78077248	telomere
chr19	0	10000	telomere
chr19	24681782	27681782	centromere
chr19	59118983	59128983	telomere
chr2	0	10000	telomere
chr2	92326171	95326171	centromere
chr2	243189373	243199373	telomere
chr20	0	10000	telomere
chr20	26369569	29369569	centromere
chr20	63015520	63025520	telomere
chr21	0	10000	telomere
chr21	11288129	14288129	centromere
chr21	48119895	48129895	telomere
chr22	0	10000	telomere
chr22	13000000	16000000	centromere
chr22	51294566	51304566	telomere
chr3	0	10000	telomere
chr3	90504854	93504854	centromere
chr3	198012430	198022430	telomere
chr4	0	10000	telomere
chr4	49660117	52660117	centromere
chr4	191144276	191154276	telomere
chr5	0	10000	telomere
chr5	46405641	49405641	centromere
chr5	180905260	180915260	telomere
chr6	0	10000	telomere
chr6	58830166	61830166	centromere
chr6	171105067	171115067	telomere
chr7	0	10000	telomere
chr7	58054331	61054331	centromere
chr7	159128663	159138663	telomere
chr8	0	10000	telomere
chr8	43838887	46838887	centromere
chr8	146354022	146364022	telomere
chr9	0	10000	telomere
chr9	47367679	50367679	centromere
chr9	141203431	141213431	telomere
chrX	0	10000	telomere
chrX	58632012	61632012	centromere
chrX	155260560	155270560	telomere
chrY	0	10000	telomere
chrY	10104553	13104553	centromere
chrY	59363566	59373566	telomere
1	0	10000	telomere
1	121535434	124535434	centromere
1	249240621	249250621	telomere
10	0	10000	telomere
10	39254935	42254935	centromere
10	135524747	135534747	telomere
11	0	10000	telomere
11	51644205	54644205	centromere
11	134996516	135006516	telomere
12	0	10000	telomere
12	34856694	37856694	centromere
12	133841895	133851895	telomere
13	0	10000	telomere
13	16000000	19000000	centromere
13	115159878	115169878	telomere
14	0	10000	telomere
14	16000000	19000000	centromere
14	107339540	107349540	telomere
15	0	10000	telomere
15	17000000	20000000	centromere
15	102521392	102531392	telomere
16	0	10000	telomere
16	35335801	38335801	centromere
16	90344753	90354753	telomere
17	22263006	25263006	centromere
18	0	10000	telomere
18	15460898	18460898	centromere
18	78067248	78077248	telomere
19	0	10000	telomere
19	24681782	27681782	centromere
19	59118983	59128983	telomere
2	0	10000	telomere
2	92326171	95326171	centromere
2	243189373	243199373	telomere
20	0	10000	telomere
20	26369569	29369569	centromere
20	63015520	63025520	telomere
21	0	10000	telomere
21	11288129	14288129	centromere
21	48119895	48129895	telomere
22	0	10000	telomere
22	13000000	16000000	centromere
22	51294566	51304566	telomere
3	0	10000	telomere
3	90504854	93504854	centromere
3	198012430	198022430	telomere
4	0	10000	telomere
4	49660117	52660117	centromere
4	191144276	191154276	telomere
5	0	10000	telomere
5	46405641	49405641	centromere
5	180905260	180915260	telomere
6	0	10000	telomere
6	58830166	61830166	centromere
6	171105067	171115067	telomere
7	0	10000	telomere
7	58054331	61054331	centromere
7	159128663	159138663	telomere
8	0	10000	telomere
8	43838887	46838887	centromere
8	146354022	146364022	telomere
9	0	10000	telomere
9	47367679	50367679	centromere
9	141203431	141213431	telomere
X	0	10000	telomere
X	58632012	61632012	centromere
X	155260560	155270560	telomere
Y	0	10000	telomere
Y	10104553	13104553	centromere
Y	59363566	59373566	telomere
chrM	0	16571	extra
chrMT	0	16571	extra
MT	0	16569	extra
GL000207.1	0	4262	extra
GL000226.1	0	15008	extra
GL000229.1	0	19913	extra
GL000231.1	0	27386	extra
GL000210.1	0	27682	extra
GL000239.1	0	33824	extra
GL000235.1	0	34474	extra
GL000201.1	0	36148	extra
GL000247.1	0	36422	extra
GL000245.1	0	36651	extra
GL000197.1	0	37175	extra
GL000203.1	0	37498	extra
GL000246.1	0	38154	extra
GL000249.1	0	38502	extra
GL000196.1	0	38914	extra
GL000248.1	0	39786	extra
GL000244.1	0	39929	extra
GL000238.1	0	39939	extra
GL000202.1	0	40103	extra
GL000234.1	0	40531	extra
GL000232.1	0	40652	extra
GL000206.1	0	41001	extra
GL000240.1	0	41933	extra
GL000236.1	0	41934	extra
GL000241.1	0	42152	extra
GL000243.1	0	43341	extra
GL000242.1	0	43523	extra
GL000230.1	0	43691	extra
GL000237.1	0	45867	extra
GL000233.1	0	45941	extra
GL000204.1	0	81310	extra
GL000198.1	0	90085	extra
GL000208.1	0	92689	extra
GL000191.1	0	106433	extra
GL000227.1	0	128374	extra
GL000228.1	0	129120	extra
GL000214.1	0	137718	extra
GL000221.1	0	155397	extra
GL000209.1	0	159169	extra
GL000218.1	0	161147	extra
GL000220.1	0	161802	extra
GL000213.1	0	164239	extra
GL000211.1	0	166566	extra
GL000199.1	0	169874	extra
GL000217.1	0	172149	extra
GL000216.1	0	172294	extra
GL000215.1	0	172545	extra
GL000205.1	0	174588	extra
GL000219.1	0	179198	extra
GL000224.1	0	179693	extra
GL000223.1	0	180455	extra
GL000195.1	0	182896	extra
GL000212.1	0	186858	extra
GL000222.1	0	186861	extra
GL000200.1	0	187035	extra
GL000193.1	0	189789	extra
GL000194.1	0	191469	extra
GL000225.1	0	211173	extra
GL000192.1	0	547496	extra
NC_007605	0	171823	extra
hs37d5	0	35477943	extra
chr11_gl000202_random	0	40103	extra
chr17_gl000203_random	0	37498	extra
chr17_gl000204_random	0	81310	extra
chr17_gl000205_random	0	174588	extra
chr17_gl000206_random	0	41001	extra
chr18_gl000207_random	0	4262	extra
chr19_gl000208_random	0	92689	extra
chr19_gl000209_random	0	159169	extra
chr1_gl000191_random	0	106433	extra
chr1_gl000192_random	0	547496	extra
chr21_gl000210_random	0	27682	extra
chr4_gl000193_random	0	189789	extra
chr4_gl000194_random	0	191469	extra
chr7_gl000195_random	0	182896	extra
chr8_gl000196_random	0	38914	extra
chr8_gl000197_random	0	37175	extra
chr9_gl000198_random	0	90085	extra
chr9_gl000199_random	0	169874	extra
chr9_gl000200_random	0	187035	extra
chr9_gl000201_random	0	36148	extra
chrUn_gl000211	0	166566	extra
chrUn_gl000212	0	186858	extra
chrUn_gl000213	0	164239	extra
chrUn_gl000214	0	137718	extra
chrUn_gl000215	0	172545	extra
chrUn_gl000216	0	172294	extra
chrUn_gl000217	0	172149	extra
chrUn_gl000218	0	161147	extra
chrUn_gl000219	0	179198	extra
chrUn_gl000220	0	161802	extra
chrUn_gl000221	0	155397	extra
chrUn_gl000222	0	186861	extra
chrUn_gl000223	0	180455	extra
chrUn_gl000224	0	179693	extra
chrUn_gl000225	0	211173	extra
chrUn_gl000226	0	15008	extra
chrUn_gl000227	0	128374	extra
chrUn_gl000228	0	129120	extra
chrUn_gl000229	0	19913	extra
chrUn_gl000230	0	43691	extra
chrUn_gl000231	0	27386	extra
chrUn_gl000232	0	40652	extra
chrUn_gl000233	0	45941	extra
chrUn_gl000234	0	40531	extra
chrUn_gl000235	0	34474	extra
chrUn_gl000236	0	41934	extra
chrUn_gl000237	0	45867	extra
chrUn_gl000238	0	39939	extra
chrUn_gl000239	0	33824	extra
chrUn_gl000240	0	41933	extra
